month_key,year,month,tag_id,question_count,answered_count,unanswered_rate,mom_delta,mom_growth
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
2018-03,2018,3,-9125629845961598163,1,0,1.0,0,0.0
